id,secondary_id,detail_text,max_grade,input_type,table_schema,sort_order
657,40,يتالف:,0.91,multi,,3
658,40,سارية العلم العراقي (مدامة ـ غير مدامة).,0.91,multi,,4
659,40,سارية العلم العراقي مدامة.,0.91,multi,,5
660,40,آلية توزيع الارزاق,0.91,multi,,6
661,40,آلية توزيع الارزاق/اكتفاء ذاتي,0.91,multi,,7
662,40,لجنة استلام وتوزيع الارزاق,0.91,multi,,8
663,40,لجنة الارزاق متكونة من ثلاث ضباط بموجب الكتاب ذو العدد   في   /   /2025، الصادر من مقر الفوج بأمرة العقيد (        ) وعضوية النقيب (     ) والملازم (    ) ويتم استقطاع مبلغ الارزاق (90) الف دينار عراقي من جميع الضباط والمراتب وبأشراف مساعد آمر الفوج ويتم توزيع الارزاق الجافة والطرية على السرايا.,0.91,multi,,9
664,40,غرفة المطبخ وأدواته.,0.91,multi,,10
665,40,غرفة المطبخ نظامية والأدوات الموجودة نظيفة وتتوفر فيها الشروط الصحية.,0.91,multi,,11
666,40,غرفة المطبخ وأدواته نظيفة ومدامة,0.91,multi,,12
667,40,لوحات قياس الارزاق وجدول توقيتات الاطعام.,0.91,multi,,13
668,40,توفر لوحات قياس الارزاق وجدول توقيتات الاطعام.,0.91,multi,,14
669,40,مستودعات( للأرزاق الجافة وللأرزاق الطرية والمياه والمنظفات).,0.91,multi,,15
670,40,توفر مستودعات (للأرزاق الجافة وللأرزاق الطرية والمياه والمنظفات) منظمة وفق                 بطاقة المذخر.,0.91,multi,,16
671,40,توفر مستودعات( للأرزاق الجافة وللأرزاق الطرية والمياه والمنظفات) مدامة           ونظيفة.,0.91,multi,,17
672,40,اعداد الطباخين () منتسبين مع عدم وجود البطاقات الصحية.,0.91,multi,,18
673,40,اعداد الطباخين (8) منتسبين ولديهم شهادة صحية.,0.91,multi,,19
674,40,الزي الرسمي للطباخين.,0.91,multi,,20
675,40,تم اجراء الاستبيان على المنتسبين عن نوعية وكمية الارزاق لوجبة وكانت النتيجة,0.91,multi,,21
142,28,تنظيم دوام الموظفين وضبط الحضور والانصراف (البصمة الإلكترونية أو سجلات الدوام الرسمية).,3.00,multi,,3
687,32,مدى توفر المراسي الآمنة لكل مفرزة.,0.30,multiple,null,23
268,33,متابعة العمل بالربط الشبكي ووجود كادر متخصص والعمل بالأرشفة الالكترونية والورقية واتمتة القضايا التحقيقية ونسبة الإنجاز.,0.80,multiple,null,5
299,33,تنظيم المبارز الجرمية والامانات وفق السياقات الأصولية ووضع البطاقة التعريفية عليها وتنظيم اضبارة لكل مبرز جرمي وتحديث السجلات الخاصة بها.,0.50,multiple,null,48
341,35,عدد أوامر القبض المنفذة وغير المنفذة.,0.47,multi,,16
346,35,تحديث قاعدة البيانات للمطلوبين وأرباب السوابق والمطلق سراحهم بجرائم الارهاب والجريمة المنظمة.,0.47,multi,,21
374,36,مدى هيمنته على السرايا ومتابعة تامين متطلباتها (التعبوية، التدريبية، الادارية، الفنية).,0.16,multi,,6
399,36,ملم بواجباته ومدى اهتمامه بالجوانب الإدارية.,0.16,multi,,31
411,36,وجود اعداد وصايا ومناهج التدريب وتنظيمها بموجب كراسة اعداد المناهج.,0.16,multi,,43
105,21,مدى اهتمامه بإكمال الجاهزيـة الأمنية وإضبارة سد النقص.,5.00,multiple,null,4
143,28,الالتزام بتوجيهات وتعليمات المراجع العليا في إدارة الموارد البشرية والمنتسبين.,3.00,multiple,null,4
184,30,دوريات المرور الآلية: التقييم الفني للعجلات والجاهزية (لافتات ضوئية، أجهزة الاتصال الثابتة والمحمولة، أجهزة لوحية ذات مواصفات عالية تستخدم للاستعلام عن عائديه المركبة واشارات ضبط المركبات والسرقات، واستخدام نظام GPS)، تكامل طاقم الدورية وتدريبه.,0.50,multiple,null,17
195,30,الإجراءات المتبعة في معالجة موقع الحادث وتوثيقه (حصر منطقة الحادث وتحديدها، تهيئة الطرق البديلة في حالة قطعها، اشعار ضابط المركز المعني بمنطقة الحادث ودوريات النجدة، تأمين حضور عجلات الاسعاف والدفاع المدني وحسب الحاجة).,0.50,multiple,null,28
710,33,متابعة توزيع مفاتيح الموقف والمشجب وادامة الأسلحة.,10.00,multiple,null,15
731,34,التحري عن المتحصلات المالية للمتهمين بجرائم المخدرات.,10.00,multiple,null,27
745,34,متابعه التقارير الاستخبارية (الاسبوعي، النصف شهري، الشهري) والمتحقق منها.,10.00,multiple,null,40
419,36,(تكامل ـ عدم تكامل) موقع القيادة (لوحة رسائل المعركة، لوحة موقع الضباط، بيان المواقع، نظام البديلين، مسلح خشب، سجل المعلومات، باب خروج للطوارئ).,0.16,multi,,51
427,36,تيسر لوحات (واجبات المفوض الكاتب، نظام البديلين، الاعلانات، المواقف الشهرية، سياق تداول البريد، اسماء تعريفية، مفتاح الاضابير، فهرست السجلات، وصايا أمن المكتب، توزيع البريد الداخلي والخارجي، المتابعة، الانارة البديلة، مستحقي الترقية، القوة العمومية، الاسلحة، الاعتدة، الاليات، أجهزة الاتصالات).,0.16,multi,,59
444,36,الاتصالات والنظم المعلوماتية,0.16,multi,,76
445,36,تيسر غرفة الاتصالات وتكامل تجهيزاتها (السجلات، لوحات الاتصالات، مخططات الشبكة).,0.16,multi,,77
460,36,تخصيص الساعات المطلوبة للتدريب الصحي وتم اجراء اختبار عينة من المنتسبين بالتدريب الصحي والاسعافات الاولية وحمل الجريح.,0.16,multi,,92
490,36,مدى هيمنة آمر السرية وألمامه بواجباته، ومدى تيسر (الايجاز، المفكرة، سجل الهيكل التنظيمي، سجل أيجاز البديل).,0.16,multi,,122
495,36,تيسر خطط (الدفاع المحلي، مكافحة الحريق، سياق الحركة الفورية).,0.16,multi,,127
496,36,تيسر (وصايا ومناهج التدريب، مدخرات التدريب وسجلات التدريب، كراسات ومحاضرات التدريب، مدى تكامل محتويات اضبارة المعلم).,0.16,multi,,128
503,37,فحص نشاطات الأجهزة الأمنية المتواجدة داخل السيطرة ومدى التنسيق مابينهم واحالة المخالفين الى الدوائر التحقيقية وحسب الاختصاص الوظيفي بموجب وصولات استلام وحسب الإجراءات الأصولية المتبعة.,0.32,multi,,6
550,37,توفر الكادر النسوي وأماكن تفتيش النساء.,0.32,multi,,53
553,37,الالتزام بتنفيذ المهمة التدريبية والخطة السنوية.,0.32,multi,,56
564,38,لا يوجد تنسيق مع آمر المنطقة الأمنية ولا زال العمل بالارتباط الاداري والحركات بمرجعه.,0.24,multi,,5
600,38,الالتزام بالتعليمات وتفويض التوقيع معمول به بنظام البديل,0.24,multi,,41
605,38,دقة متابعة دخول وإقامة ومغادرة العرب والأجانب.,0.24,multi,,46
613,38,التزام الإجراءات في إصدار جوازات السفر (أول مرة، بدل تالف/ ضائع).,0.24,multi,,54
639,38,نسبة الرضا العام للمراجعين (من خلال استبيانات عينية).,0.24,multi,,80
645,39,متابعة اللياقة البدنية وتوحيد القيافة وادامة الأسلحة والاعتدة والاليات وتامين الاتصال مابين الأهداف والمقر الرئيسي.,1.82,multi,,2
102,21,المواقف الرسمية ونسب التكامل (الاشخاص، الاسلحة، الاعتدة، الآليات، اجهزة الاتصالات).,10.00,multiple,null,1
155,29,عدد الدوريات الآلية (  4  ) الدراجات النارية (  4    ) الراجلة ( 4    ) وتوزيعها ضمن قاطع المسؤولية حسب الاهمية.,1.00,multi,null,8
688,32,تنظيم وإدارة الواجبات والخفارات. (0 د),0.20,multiple,null,22
103,21,مدى المامه بقاطع المسؤولية وتحديد نقاط القوة والضعف واسلوب معالجتها.,5.00,single,null,2
106,21,قدرته على قيادة الأجهزة الأمنية العاملة بأمرته وإدارة الخلية الاستخبارية.,5.00,multiple,null,5
746,34,امكانية التحري وجمع المعلومات عن انواع المخدرات وتجار المخدرات ضمن قاطع المسؤولية.,10.00,multiple,null,41
107,21,قدرته في أتخـاذ القـرار المناسب في الحوادث الأمنية والمسح الميداني والأتمتة وحصر السلاح بيد الدولة.,5.00,multiple,null,6
114,23,متابعة أنظمة المراقبة والاتصالات والكاميرات والأجهزة اللاسلكية ومنظومات الإنذار.,7.50,multiple,null,0
266,33,الاشراف على اجراء التعداد اليومي ومتابعة انتظام الدوام الرسمي.,0.90,multiple,null,3
721,34,توثيق البيانات وأوامر القبض الصادرة بحق المتهمين المطلوبين.,10.00,multiple,null,16
711,33,التعاون مع الجهات الرقابية والتفتيشية وتسهيل مهامها.,10.00,multiple,null,14
732,34,موقف القضايا التحقيقية (المسجل، المنجز، المتبقي، النسبة المئوية للإنجاز).,10.00,multiple,null,28
274,33,وحدة الإدارة,0.41,multi,,23
108,21,التقييم العام لمدير المنطقة الأمنية.,5.00,single,null,7
152,29,مدى العمل بالهيكل التنظيمي والوصف الوظيفي والقياس لقاطع نجدة بمستوى شعبة في المحافظات ومستوى قسم في بغداد وتفعيل شعبه ووحداته.,1.00,multiple,null,5
267,33,اجراء التحقيق من قبله شخصياً في الحوادث المهمة.,1.20,multiple,null,4
290,33,العمل وفق الكلمات الجفرية.,0.50,multiple,null,39
269,33,متابعة الكفاءة التحقيقية لضباط التحقيق وسير الإجراءات التحقيقية ومدى تنفيذ القرارات القضائية والالتزام بأخلاقيات المهنة والحفاظ على سرية المعلومات التحقيقية.,0.80,multiple,null,8
292,33,توفر السجلات المطلوبة ومكان حفظ المستندات.,0.50,multiple,null,41
293,33,توفر المسالح الخشبية وادامة الاسلحة.,0.50,multiple,null,42
294,33,نسبة تكامل الأسلحة والاعتدة قياساً بالموجود البشري مع توفر الأسلحة الساندة.,0.50,multiple,null,43
297,33,مدى تنفيذ أوامر القبض والمذكرات القضائية الصادرة من المحاكم المختصة وبيان نسب التنفيذ.,0.50,multiple,null,46
298,33,نسبة حسم وإنجاز المبارز الجرمية والامانات المضبوطة.,0.50,multiple,null,47
300,33,العمل ببطاقة الشكوى.,0.50,multiple,null,49
301,33,عدد ضباط التحقيق مقارنة بالحوادث المسجلة ضمن قاطع المسؤولية.,0.50,multiple,null,50
302,33,توفر ساحة نظامية لإيواء العجلات المحجوزة والسجلات الخاصة بها.,0.50,multiple,null,51
303,33,تيسر عجلة خاصة لنقل الموقوفين بمواصفات أمنية مناسبة.,0.50,multiple,null,52
689,32,توفر وسائل سحب وإنزال الزوارق (العجلات ذات الدفع الرباعي، المنزلقات). (0 د),0.60,multiple,null,21
304,33,فتح سجل متابعة القضايا التحقيقية لكل ضابط تحقيق.,0.50,multiple,null,53
305,33,العمل بأجراء دور الاستلام وتسليم الاوراق التحقيقية بين الضباط المنقولين قبل اجراء الانفكاك.,0.50,multiple,null,54
712,33,فعالياته ونشاطاته لمد جسور الثقة مع المواطنين في تنفيذ خطة الوزارة لحصر السلاح بيد الدولة.,10.00,multiple,null,13
309,33,يتم متابعة توفر الخدمات الصحية في المواقف التحقيقية وتدقيق سجلات الفحص,0.50,multiple,null,58
291,33,المشجب,0.41,multi,,40
295,33,التحقيق,0.41,multi,,44
296,33,موقف القضايا التحقيقية (المسجل، المنجز، المتبقي، نسبة الإنجاز).,0.41,multi,,45
722,34,متابعة حركة المفارز واعداد الخطط الأمنية وتسليم واستلام المعلومات المهمة.,10.00,multiple,null,17
733,34,مدى تنفيذ أوامر القبض والمذكرات القضائية الصادرة من المحاكم المختصة وبيان نسبة الإنجاز.,10.00,multiple,null,29
747,34,ادارة المصادر والمتعاونين وتنظيم الجانب المالي والتجنيد والتدريب.,10.00,multiple,null,42
116,24,متابعة البريد اليومي وإدامة السجلات ووضع أولويات إدارية وتسهيل تداول البريد والأرشفة الإلكترونية.,5.00,multiple,null,0
118,24,متابعة الخطة التدريبية السنوية (المبرمجة وغير المبرمجة) وإيجاز التدريب بما يناسب احتياجات الدوائر.,5.00,multiple,null,2
154,29,جاهزية غرفة السيطرة اللاسلكية وتوفر أجهزة الشحن ورافعة القدرة الكهربائية وسجل الحوادث اليومي.,1.00,multiple,null,7
310,33,إدامة مذكرات التوقيف والسجلات المطلوبة.,0.50,multiple,null,59
